Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Zhang D., Shen D.","Multi-modal multi-task learning for joint prediction of multiple regression and classification variables in Alzheimer's disease",2012,"NeuroImage",173,10.1016/j.neuroimage.2011.09.069,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83055184373&doi=10.1016%2fj.neuroimage.2011.09.069&partnerID=40&md5=e9fca7ce61d6ff0402a5f8310a735eac","Many machine learning and pattern classification methods have been applied to the diagnosis of Alzheimer's disease (AD) and its prodromal stage, i.e., mild cognitive impairment (MCI). Recently, rather than predicting categorical variables as in classification, several pattern regression methods have also been used to estimate continuous clinical variables from brain images. However, most existing regression methods focus on estimating multiple clinical variables separately and thus cannot utilize the intrinsic useful correlation information among different clinical variables. On the other hand, in those regression methods, only a single modality of data (usually only the structural MRI) is often used, without considering the complementary information that can be provided by different modalities. In this paper, we propose a general methodology, namely multi-modal multi-task (M3T) learning, to jointly predict multiple variables from multi-modal data. Here, the variables include not only the clinical variables used for regression but also the categorical variable used for classification, with different tasks corresponding to prediction of different variables. Specifically, our method contains two key components, i.e., (1) a multi-task feature selection which selects the common subset of relevant features for multiple variables from each modality, and (2) a multi-modal support vector machine which fuses the above-selected features from all modalities to predict multiple (regression and classification) variables. To validate our method, we perform two sets of experiments on ADNI baseline MRI, FDG-PET, and cerebrospinal fluid (CSF) data from 45 AD patients, 91 MCI patients, and 50 healthy controls (HC). In the first set of experiments, we estimate two clinical variables such as Mini Mental State Examination (MMSE) and Alzheimer's Disease Assessment Scale-Cognitive Subscale (ADAS-Cog), as well as one categorical variable (with value of 'AD', 'MCI' or 'HC'), from the baseline MRI, FDG-PET, and CSF data. In the second set of experiments, we predict the 2-year changes of MMSE and ADAS-Cog scores and also the conversion of MCI to AD from the baseline MRI, FDG-PET, and CSF data. The results on both sets of experiments demonstrate that our proposed M3T learning scheme can achieve better performance on both regression and classification tasks than the conventional learning methods. © 2011 Elsevier Inc.","ADAS-Cog; Alzheimer's disease (AD); MCI conversion; MMSE; Multi-modal multi-task (M3T) learning; Multi-modality; Multi-task feature selection","adult; aged; Alzheimer disease; Alzheimer Disease Assessment Scale Cognitive Subscale; article; categorical variable; cerebrospinal fluid examination; classification; classification variable; clinical article; clinical variable; controlled study; data base; female; human; machine learning; male; mathematical variable; methodology; mini mental state examination; multi modal multi task learning; multiple regression; named inventories, questionnaires and rating scales; neuroimaging; nuclear magnetic resonance imaging; positron emission tomography; prediction; priority journal; regression analysis; scoring system; support vector machine; Aged; Aged, 80 and over; Algorithms; Alzheimer Disease; Artificial Intelligence; Female; Humans; Image Interpretation, Computer-Assisted; Male; Middle Aged; Neuroimaging; Pattern Recognition, Automated; Regression Analysis; Reproducibility of Results; Sensitivity and Specificity; Subtraction Technique",Article,Scopus,2-s2.0-83055184373
"Li G., Niu P., Xiao X.","Development and investigation of efficient artificial bee colony algorithm for numerical function optimization",2012,"Applied Soft Computing Journal",163,10.1016/j.asoc.2011.08.040,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-81155148313&doi=10.1016%2fj.asoc.2011.08.040&partnerID=40&md5=38a0c08da9ec732287389f6e489a5929","Artificial bee colony algorithm (ABC), which is inspired by the foraging behavior of honey bee swarm, is a biological-inspired optimization. It shows more effective than genetic algorithm (GA), particle swarm optimization (PSO) and ant colony optimization (ACO). However, ABC is good at exploration but poor at exploitation, and its convergence speed is also an issue in some cases. For these insufficiencies, we propose an improved ABC algorithm called I-ABC. In I-ABC, the best-so-far solution, inertia weight and acceleration coefficients are introduced to modify the search process. Inertia weight and acceleration coefficients are defined as functions of the fitness. In addition, to further balance search processes, the modification forms of the employed bees and the onlooker ones are different in the second acceleration coefficient. Experiments show that, for most functions, the I-ABC has a faster convergence speed and better performances than each of ABC and the gbest-guided ABC (GABC). But I-ABC could not still substantially achieve the best solution for all optimization problems. In a few cases, it could not find better results than ABC or GABC. In order to inherit the bright sides of ABC, GABC and I-ABC, a high-efficiency hybrid ABC algorithm, which is called PS-ABC, is proposed. PS-ABC owns the abilities of prediction and selection. Results show that PS-ABC has a faster convergence speed like I-ABC and better search ability than other relevant methods for almost all functions. © 2011 Elsevier B.V. All rights reserved.","Artificial bee colony; Biological-inspired optimization; Gbest-guided ABC; Optimization","Acceleration coefficients; Ant-colony optimization; Artificial bee colonies; Convergence speed; Faster convergence; Foraging behaviors; Gbest-guided ABC; Honey bee; Inertia weight; Numerical function optimization; Optimization problems; Search process; Artificial intelligence; Convergence of numerical methods; Genetic algorithms; Optimization; Particle swarm optimization (PSO)",Article,Scopus,2-s2.0-81155148313
"Garner A.R., Rowland D.C., Hwang S.Y., Baumgaertel K., Roth B.L., Kentros C., Mayford M.","Generation of a synthetic memory trace",2012,"Science",156,10.1126/science.1214985,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858769326&doi=10.1126%2fscience.1214985&partnerID=40&md5=ac849ca4d373885c2293b150c9a76777","We investigated the effect of activating a competing, artificially generated, neural representation on encoding of contextual fear memory in mice. We used a c-fos-based transgenic approach to introduce the hM3D q DREADD receptor (designer receptor exclusively activated by designer drug) into neurons naturally activated by sensory experience. Neural activity could then be specifically and inducibly increased in the hM 3Dq-expressing neurons by an exogenous ligand. When an ensemble of neurons for one context (ctxA) was artificially activated during conditioning in a distinct second context (ctxB), mice formed a hybrid memory representation. Reactivation of the artificially stimulated network within the conditioning context was required for retrieval of the memory, and the memory was specific for the spatial pattern of neurons artificially activated during learning. Similar stimulation impaired recall when not part of the initial conditioning.",,"protein c fos; brain; drug; hybrid; learning; ligand; memory; neurology; rodent; spatial analysis; animal experiment; article; artificial intelligence; cell activity; fear; memory consolidation; mouse; nerve cell; nerve cell network; nonhuman; priority journal; sensory feedback; sensory stimulation; spatial memory; working memory; Mus",Article,Scopus,2-s2.0-84858769326
"Heinrich M.P., Jenkinson M., Bhushan M., Matin T., Gleeson F.V., Brady S.M., Schnabel J.A.","MIND: Modality independent neighbourhood descriptor for multi-modal deformable registration",2012,"Medical Image Analysis",153,10.1016/j.media.2012.05.008,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866457193&doi=10.1016%2fj.media.2012.05.008&partnerID=40&md5=fe983e31132db352d69ed1f3305f36c6","Deformable registration of images obtained from different modalities remains a challenging task in medical image analysis. This paper addresses this important problem and proposes a modality independent neighbourhood descriptor (MIND) for both linear and deformable multi-modal registration. Based on the similarity of small image patches within one image, it aims to extract the distinctive structure in a local neighbourhood, which is preserved across modalities. The descriptor is based on the concept of image self-similarity, which has been introduced for non-local means filtering for image denoising. It is able to distinguish between different types of features such as corners, edges and homogeneously textured regions. MIND is robust to the most considerable differences between modalities: non-functional intensity relations, image noise and non-uniform bias fields. The multi-dimensional descriptor can be efficiently computed in a dense fashion across the whole image and provides point-wise local similarity across modalities based on the absolute or squared difference between descriptors, making it applicable for a wide range of transformation models and optimisation algorithms. We use the sum of squared differences of the MIND representations of the images as a similarity metric within a symmetric non-parametric Gauss-Newton registration framework. In principle, MIND would be applicable to the registration of arbitrary modalities. In this work, we apply and validate it for the registration of clinical 3D thoracic CT scans between inhale and exhale as well as the alignment of 3D CT and MRI scans. Experimental results show the advantages of MIND over state-of-the-art techniques such as conditional mutual information and entropy images, with respect to clinically annotated landmark locations. © 2012 Elsevier B.V.","Multi-modal similarity metric; Non-local means; Non-rigid registration; Pulmonary images; Self-similarity","Nonlocal; Nonrigid registration; Pulmonary images; Self-similarities; Similarity metrics; Algorithms; Computerized tomography; Deformation; Three dimensional; algorithm; article; computer assisted tomography; conceptual framework; controlled study; digital filtering; entropy; exhalation; human; image analysis; information processing; inhalation; instrument validation; modality independent neighbourhood descriptor; nonparametric test; nuclear magnetic resonance imaging; priority journal; process optimization; thorax; three dimensional imaging; Algorithms; Artificial Intelligence; Humans; Image Enhancement; Image Interpretation, Computer-Assisted; Imaging, Three-Dimensional; Magnetic Resonance Imaging; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity; Subtraction Technique; Tomography, X-Ray Computed",Article,Scopus,2-s2.0-84866457193
"Li C., Yang S., Nguyen T.T.","A self-learning particle swarm optimizer for global optimization problems",2012,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",148,10.1109/TSMCB.2011.2171946,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861191799&doi=10.1109%2fTSMCB.2011.2171946&partnerID=40&md5=4c0e0e5208a621684bb947c02c1fc618","Particle swarm optimization (PSO) has been shown as an effective tool for solving global optimization problems. So far, most PSO algorithms use a single learning pattern for all particles, which means that all particles in a swarm use the same strategy. This monotonic learning pattern may cause the lack of intelligence for a particular particle, which makes it unable to deal with different complex situations. This paper presents a novel algorithm, called self-learning particle swarm optimizer (SLPSO), for global optimization problems. In SLPSO, each particle has a set of four strategies to cope with different situations in the search space. The cooperation of the four strategies is implemented by an adaptive learning framework at the individual level, which can enable a particle to choose the optimal strategy according to its own local fitness landscape. The experimental study on a set of 45 test functions and two real-world problems show that SLPSO has a superior performance in comparison with several other peer algorithms. © 2012 IEEE.","Global optimization problem; operator adaptation; particle swarm optimization (PSO); self-learning particle swarm optimizer (SLPSO); topology adaptation","Adaptive learning; Effective tool; Experimental studies; Global optimization problems; Learning patterns; Local fitness; Monotonic learning; Novel algorithm; operator adaptation; Optimal strategies; Particle swarm optimizers; PSO algorithms; Real-world problem; Search spaces; Self-learning; Test functions; Topology adaptation; Algorithms; Global optimization; Problem solving; Particle swarm optimization (PSO); algorithm; article; artificial intelligence; automated pattern recognition; computer simulation; decision support system; methodology; theoretical model; Algorithms; Artificial Intelligence; Computer Simulation; Decision Support Techniques; Models, Theoretical; Pattern Recognition, Automated",Article,Scopus,2-s2.0-84861191799
"Kumar A., Zhou Y.","Human identification using finger images",2012,"IEEE Transactions on Image Processing",147,10.1109/TIP.2011.2171697,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859062048&doi=10.1109%2fTIP.2011.2171697&partnerID=40&md5=4b5a6890bf7ec9a961e3d4be9365cb0f","This paper presents a new approach to improve the performance of finger-vein identification systems presented in the literature. The proposed system simultaneously acquires the finger-vein and low-resolution fingerprint images and combines these two evidences using a novel score-level combination strategy. We examine the previously proposed finger-vein identification approaches and develop a new approach that illustrates it superiority over prior published efforts. The utility of low-resolution fingerprint images acquired from a webcam is examined to ascertain the matching performance from such images. We develop and investigate two new score-level combinations, i.e., holistic and nonlinear fusion, and comparatively evaluate them with more popular score-level fusion approaches to ascertain their effectiveness in the proposed system. The rigorous experimental results presented on the database of 6264 images from 156 subjects illustrate significant improvement in the performance, i.e., both from the authentication and recognition experiments. © 2011 IEEE.","finger-vein recognition; Fingerprint recognition; fusion; hand biometrics; multispectral finger identification; personal identification; vascular biometrics","Finger-vein recognition; Fingerprint Recognition; Multi-spectral; Personal identification; Vascular biometrics; Fusion reactions; Image processing; Mathematical models; Biometrics; article; artificial intelligence; automated pattern recognition; biometry; computer assisted diagnosis; dermatoglyphics; finger; histology; human; image enhancement; image subtraction; methodology; reproducibility; sensitivity and specificity; vascularization; vein; Artificial Intelligence; Biometry; Dermatoglyphics; Fingers; Humans; Image Enhancement; Image Interpretation, Computer-Assisted; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity; Subtraction Technique; Veins",Article,Scopus,2-s2.0-84859062048
"Wee C.-Y., Yap P.-T., Zhang D., Denny K., Browndyke J.N., Potter G.G., Welsh-Bohmer K.A., Wang L., Shen D.","Identification of MCI individuals using structural and functional connectivity networks",2012,"NeuroImage",146,10.1016/j.neuroimage.2011.10.015,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855453290&doi=10.1016%2fj.neuroimage.2011.10.015&partnerID=40&md5=c3467d99f2689d05105ec100e45d0d30","Different imaging modalities provide essential complementary information that can be used to enhance our understanding of brain disorders. This study focuses on integrating multiple imaging modalities to identify individuals at risk for mild cognitive impairment (MCI). MCI, often an early stage of Alzheimer's disease (AD), is difficult to diagnose due to its very mild or insignificant symptoms of cognitive impairment. Recent emergence of brain network analysis has made characterization of neurological disorders at a whole-brain connectivity level possible, thus providing new avenues for brain diseases classification. Employing multiple-kernel Support Vector Machines (SVMs), we attempt to integrate information from diffusion tensor imaging (DTI) and resting-state functional magnetic resonance imaging (rs-fMRI) for improving classification performance. Our results indicate that the multimodality classification approach yields statistically significant improvement in accuracy over using each modality independently. The classification accuracy obtained by the proposed method is 96.3%, which is an increase of at least 7.4% from the single modality-based methods and the direct data fusion method. A cross-validation estimation of the generalization performance gives an area of 0.953 under the receiver operating characteristic (ROC) curve, indicating excellent diagnostic power. The multimodality classification approach hence allows more accurate early detection of brain abnormalities with greater sensitivity. © 2011 Elsevier Inc.","Alzheimer's disease (AD); Brain network analysis multiple-kernel Support Vector Machines (SVMs); Diffusion tensor imaging (DTI); Mild cognitive impairment (MCI); Multimodality representation; Resting-state functional magnetic resonance imaging (rs-fMRI)","adult; Alzheimer disease; article; clinical article; controlled study; diagnostic accuracy; diffusion tensor imaging; disease classification; female; functional magnetic resonance imaging; human; image analysis; image processing; male; mild cognitive impairment; priority journal; receiver operating characteristic; risk assessment; support vector machine; symptom; validation process; Aged; Algorithms; Artificial Intelligence; Brain; Cluster Analysis; Cohort Studies; Data Interpretation, Statistical; Diffusion Tensor Imaging; Educational Status; Female; Humans; Image Processing, Computer-Assisted; Linear Models; Magnetic Resonance Imaging; Male; Middle Aged; Mild Cognitive Impairment; Nerve Net; Neural Pathways; Neuropsychological Tests; Nonlinear Dynamics; Reproducibility of Results; ROC Curve; Support Vector Machines",Article,Scopus,2-s2.0-84855453290
"Valstar M.F., Pantic M.","Fully automatic recognition of the temporal phases of facial actions",2012,"IEEE Transactions on Systems, Man, and Cybernetics, Part B: Cybernetics",144,10.1109/TSMCB.2011.2163710,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856294719&doi=10.1109%2fTSMCB.2011.2163710&partnerID=40&md5=b7e3f390839f2353954f6d81df1f3b61","Past work on automatic analysis of facial expressions has focused mostly on detecting prototypic expressions of basic emotions like happiness and anger. The method proposed here enables the detection of a much larger range of facial behavior by recognizing facial muscle actions [action units (AUs)] that compound expressions. AUs are agnostic, leaving the inference about conveyed intent to higher order decision making (e.g., emotion recognition). The proposed fully automatic method not only allows the recognition of 22 AUs but also explicitly models their temporal characteristics (i.e., sequences of temporal segments: neutral, onset, apex, and offset). To do so, it uses a facial point detector based on Gabor-feature-based boosted classifiers to automatically localize 20 facial fiducial points. These points are tracked through a sequence of images using a method called particle filtering with factorized likelihoods. To encode AUs and their temporal activation models based on the tracking data, it applies a combination of GentleBoost, support vector machines, and hidden Markov models. We attain an average AU recognition rate of 95.3% when tested on a benchmark set of deliberately displayed facial expressions and 72% when tested on spontaneous expressions. © 2011 IEEE.","Facial expression analysis; GentleBoost; particle filtering; spatiotemporal facial behavior analysis; support vector machine (SVM)","Facial expression analysis; GentleBoost; particle filtering; spatiotemporal facial behavior analysis; Support vector; Hidden Markov models; Signal filtering and prediction; Support vector machines; Face recognition; article; artificial intelligence; automated pattern recognition; computer assisted diagnosis; facial expression; human; image subtraction; methodology; photography; videorecording; Artificial Intelligence; Facial Expression; Humans; Image Interpretation, Computer-Assisted; Pattern Recognition, Automated; Photography; Subtraction Technique; Video Recording",Article,Scopus,2-s2.0-84856294719
"Lewko A., Waters B.","New proof methods for attribute-based encryption: Achieving full security through selective techniques",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",141,10.1007/978-3-642-32009-5_12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865479255&doi=10.1007%2f978-3-642-32009-5_12&partnerID=40&md5=41c06717b4fe45b6d5fdf01c2887a79b","We develop a new methodology for utilizing the prior techniques to prove selective security for functional encryption systems as a direct ingredient in devising proofs of full security. This deepens the relationship between the selective and full security models and provides a path for transferring the best qualities of selectively secure systems to fully secure systems. In particular, we present a Ciphertext-Policy Attribute-Based Encryption scheme that is proven fully secure while matching the efficiency of the state of the art selectively secure systems. © 2012 International Association for Cryptologic Research.",,"Encryption schemes; Encryption system; Proof methods; Secure system; Security model; State of the art; Artificial intelligence; Cryptography",Conference Paper,Scopus,2-s2.0-84865479255
"Ge W., Collins R.T., Ruback R.B.","Vision-based analysis of small groups in pedestrian crowds",2012,"IEEE Transactions on Pattern Analysis and Machine Intelligence",139,10.1109/TPAMI.2011.176,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859193194&doi=10.1109%2fTPAMI.2011.176&partnerID=40&md5=88404aca2967d70db257dff9c220ab2b","Building upon state-of-the-art algorithms for pedestrian detection and multi-object tracking, and inspired by sociological models of human collective behavior, we automatically detect small groups of individuals who are traveling together. These groups are discovered by bottom-up hierarchical clustering using a generalized, symmetric Hausdorff distance defined with respect to pairwise proximity and velocity. We validate our results quantitatively and qualitatively on videos of real-world pedestrian scenes. Where human-coded ground truth is available, we find substantial statistical agreement between our results and the human-perceived small group structure of the crowd. Results from our automated crowd analysis also reveal interesting patterns governing the shape of pedestrian groups. These discoveries complement current research in crowd dynamics, and may provide insights to improve evacuation planning and real-time situation awareness during public disturbances. © 2012 IEEE.","crowd dynamics; Pedestrian detection and tracking; pedestrian groups","Collective behavior; Crowd analysis; Crowd dynamics; Evacuation planning; Ground truth; Hausdorff distance; Hier-archical clustering; Multi-object tracking; Pedestrian detection; Pedestrian detection and tracking; pedestrian groups; Situation awareness; Small groups; Sociological models; State-of-the-art algorithms; Vision based; Dynamics; Tracking (position); Behavioral research; algorithm; article; artificial intelligence; automated pattern recognition; cluster analysis; crowding; human; image processing; methodology; social behavior; videorecording; walking; Algorithms; Artificial Intelligence; Cluster Analysis; Crowding; Humans; Image Processing, Computer-Assisted; Pattern Recognition, Automated; Social Behavior; Video Recording; Walking",Article,Scopus,2-s2.0-84859193194
