Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Liu J., Musialski P., Wonka P., Ye J.","Tensor completion for estimating missing values in visual data",2013,"IEEE Transactions on Pattern Analysis and Machine Intelligence",229,10.1109/TPAMI.2012.39,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870175618&doi=10.1109%2fTPAMI.2012.39&partnerID=40&md5=523e4e95c02c2b9f9cf6c764a8ab0f84","In this paper, we propose an algorithm to estimate missing values in tensors of visual data. The values can be missing due to problems in the acquisition process or because the user manually identified unwanted outliers. Our algorithm works even with a small amount of samples and it can propagate structure to fill larger missing regions. Our methodology is built on recent studies about matrix completion using the matrix trace norm. The contribution of our paper is to extend the matrix case to the tensor case by proposing the first definition of the trace norm for tensors and then by building a working algorithm. First, we propose a definition for the tensor trace norm that generalizes the established definition of the matrix trace norm. Second, similarly to matrix completion, the tensor completion is formulated as a convex optimization problem. Unfortunately, the straightforward problem extension is significantly harder to solve than the matrix case because of the dependency among multiple constraints. To tackle this problem, we developed three algorithms: simple low rank tensor completion (SiLRTC), fast low rank tensor completion (FaLRTC), and high accuracy low rank tensor completion (HaLRTC). The SiLRTC algorithm is simple to implement and employs a relaxation technique to separate the dependant relationships and uses the block coordinate descent (BCD) method to achieve a globally optimal solution; the FaLRTC algorithm utilizes a smoothing scheme to transform the original nonsmooth problem into a smooth one and can be used to solve a general tensor trace norm minimization problem; the HaLRTC algorithm applies the alternating direction method of multipliers (ADMMs) to our problem. Our experiments show potential applications of our algorithms and the quantitative evaluation indicates that our methods are more accurate and robust than heuristic approaches. The efficiency comparison indicates that FaLTRC and HaLRTC are more efficient than SiLRTC and between FaLRTC and HaLRTC the former is more efficient to obtain a low accuracy solution and the latter is preferred if a high-accuracy solution is desired. © 1979-2012 IEEE.","sparse learning; Tensor completion; trace norm","Acquisition process; Alternating direction methods; Convex optimization problems; Coordinate descent; Heuristic approach; High-accuracy; Low rank; Matrix case; Matrix completion; Matrix trace; Minimization problems; Missing values; Multiple constraint; Non-smooth; Optimal solutions; Potential applications; Quantitative evaluation; Relaxation techniques; sparse learning; Tensor completion; Trace-norms; Visual data; Algorithms; Convex optimization; Heuristic methods; Matrix algebra; Tensors; article; artifact; artificial intelligence; automated pattern recognition; computer assisted diagnosis; image enhancement; methodology; sample size; signal processing; Artifacts; Artificial Intelligence; Image Enhancement; Image Interpretation, Computer-Assisted; Pattern Recognition, Automated; Sample Size; Signal Processing, Computer-Assisted",Article,Scopus,2-s2.0-84870175618
"Gudise V.G., Venayagamoorthy G.K.","Comparison of particle swarm optimization and backpropagation as training algorithms for neural networks",2013,"2003 IEEE Swarm Intelligence Symposium, SIS 2003 - Proceedings",225,10.1109/SIS.2003.1202255,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942134374&doi=10.1109%2fSIS.2003.1202255&partnerID=40&md5=26030817cffbece689232f1e35a3ebd5","Particle swarm optimization (PSO) motivated by the social behavior of organisms, is a step up to existing evolutionary algorithms for optimization of continuous nonlinear functions. Backpropagation (BP) is generally used for neural network training. Choosing a proper algorithm for training a neural network is very important. In this paper, a comparative study is made on the computational requirements of the PSO and BP as training algorithms for neural networks. Results are presented for a feedforward neural network learning a nonlinear function and these results show that the feedforward neural network weights converge faster with the PSO than with the BP algorithm. © 2003 IEEE.","Artificial neural networks; Backpropagation algorithms; Computer networks; Educational institutions; Feedforward neural networks; Neural networks; Neurons; Particle swarm optimization; Pattern recognition; Venus","Algorithms; Artificial intelligence; Backpropagation; Backpropagation algorithms; Computer networks; Evolutionary algorithms; Functions; Neural networks; Neurons; Particle swarm optimization (PSO); Pattern recognition; Comparative studies; Computational requirements; Continuous nonlinear functions; Educational institutions; Neural network training; Nonlinear functions; Training algorithms; Venus; Feedforward neural networks",Conference Paper,Scopus,2-s2.0-84942134374
"Chaouachi A., Kamel R.M., Andoulsi R., Nagasaka K.","Multiobjective intelligent energy management for a microgrid",2013,"IEEE Transactions on Industrial Electronics",214,10.1109/TIE.2012.2188873,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870550979&doi=10.1109%2fTIE.2012.2188873&partnerID=40&md5=fa6d4d0bfb12583a7d691a6c3c90d59c","In this paper, a generalized formulation for intelligent energy management of a microgrid is proposed using artificial intelligence techniques jointly with linear-programming-based multiobjective optimization. The proposed multiobjective intelligent energy management aims to minimize the operation cost and the environmental impact of a microgrid, taking into account its preoperational variables as future availability of renewable energies and load demand (LD). An artificial neural network ensemble is developed to predict 24-h-ahead photovoltaic generation and 1-h-ahead wind power generation and LD. The proposed machine learning is characterized by enhanced learning model and generalization capability. The efficiency of the microgrid operation strongly depends on the battery scheduling process, which cannot be achieved through conventional optimization formulation. In this paper, a fuzzy logic expert system is used for battery scheduling. The proposed approach can handle uncertainties regarding to the fuzzy environment of the overall microgrid operation and the uncertainty related to the forecasted parameters. The results show considerable minimization on operation cost and emission level compared to literature microgrid energy management approaches based on opportunity charging and Heuristic Flowchart (HF) battery management. © 1982-2012 IEEE.","Fuzzy logic (FL); microgrid; multiobjective intelligent energy management (MIEM); neural network ensemble (NNE); short-term forecasting","Charging (batteries); Electric power generation; Environmental impact; Expert systems; Fuzzy logic; Multiobjective optimization; Neural networks; Operating costs; Scheduling; Artificial intelligence techniques; Artificial neural network ensembles; Battery Management; Conventional optimization; Emission level; Enhanced learning; Fuzzy environments; Generalization capability; Intelligent energy management; Load demand; Micro grid; Multi objective; Neural network ensembles; Operation cost; Photovoltaic generation; Renewable energies; Scheduling process; Short-term forecasting; Energy management",Article,Scopus,2-s2.0-84870550979
"Gao S., Tsang I.W.-H., Chia L.-T.","Laplacian sparse coding, Hypergraph Laplacian sparse coding, and applications",2013,"IEEE Transactions on Pattern Analysis and Machine Intelligence",190,10.1109/TPAMI.2012.63,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870191664&doi=10.1109%2fTPAMI.2012.63&partnerID=40&md5=c53b42af916ff6da9e9279d8e2675921","Sparse coding exhibits good performance in many computer vision applications. However, due to the overcomplete codebook and the independent coding process, the locality and the similarity among the instances to be encoded are lost. To preserve such locality and similarity information, we propose a Laplacian sparse coding (LSc) framework. By incorporating the similarity preserving term into the objective of sparse coding, our proposed Laplacian sparse coding can alleviate the instability of sparse codes. Furthermore, we propose a Hypergraph Laplacian sparse coding (HLSc), which extends our Laplacian sparse coding to the case where the similarity among the instances defined by a hypergraph. Specifically, this HLSc captures the similarity among the instances within the same hyperedge simultaneously, and also makes the sparse codes of them be similar to each other. Both Laplacian sparse coding and Hypergraph Laplacian sparse coding enhance the robustness of sparse coding. We apply the Laplacian sparse coding to feature quantization in Bag-of-Words image representation, and it outperforms sparse coding and achieves good performance in solving the image classification problem. The Hypergraph Laplacian sparse coding is also successfully used to solve the semi-auto image tagging problem. The good performance of these applications demonstrates the effectiveness of our proposed formulations in locality and similarity preservation. © 1979-2012 IEEE.","hypergraph Laplacian sparse coding; image classification; Laplacian sparse coding; locality preserving; semi-auto image tagging","A-Laplacian; Bag of words; Codebooks; Coding process; Computer vision applications; Hypergraph; Image representations; Laplacians; locality preserving; Over-complete; semi-auto image tagging; Sparse codes; Sparse coding; Tagging problem; Computer vision; Image classification; Image coding; Laplace transforms; Graph theory; algorithm; article; artificial intelligence; automated pattern recognition; computer assisted diagnosis; decision support system; information processing; methodology; Algorithms; Artificial Intelligence; Data Compression; Decision Support Techniques; Image Interpretation, Computer-Assisted; Pattern Recognition, Automated",Article,Scopus,2-s2.0-84870191664
"Demirkan H., Delen D.","Leveraging the capabilities of service-oriented decision support systems: Putting analytics and big data in cloud",2013,"Decision Support Systems",179,10.1016/j.dss.2012.05.048,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877771183&doi=10.1016%2fj.dss.2012.05.048&partnerID=40&md5=691078fabfafadfff9b35fab39a60014","Using service-oriented decision support systems (DSS in cloud) is one of the major trends for many organizations in hopes of becoming more agile. In this paper, after defining a list of requirements for service-oriented DSS, we propose a conceptual framework for DSS in cloud, and discus about research directions. A unique contribution of this paper is its perspective on how to servitize the product oriented DSS environment, and demonstrate the opportunities and challenges of engineering service oriented DSS in cloud. When we define data, information and analytics as services, we see that traditional measurement mechanisms, which are mainly time and cost driven, do not work well. Organizations need to consider value of service level and quality in addition to the cost and duration of delivered services. DSS in CLOUD enables scale, scope and speed economies. This article contributes new knowledge in service science by tying the information technology strategy perspectives to the database and design science perspectives for a broader audience.","Analytics-as-a-service; Big data; Cloud computing; Data-as-a-service; Information-as-a-service; Service orientation; Service science","Analytics-as-a-service; Big datum; Data-as-a-service; Information-as-a-service; Service orientation; Service science; Artificial intelligence; Cloud computing; Decision support systems; Design; Information technology; Digital storage",Article,Scopus,2-s2.0-84877771183
"Mohammad S.M., Turney P.D.","Crowdsourcing a word-emotion association lexicon",2013,"Computational Intelligence",170,10.1111/j.1467-8640.2012.00460.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881408290&doi=10.1111%2fj.1467-8640.2012.00460.x&partnerID=40&md5=2000572e3ec305111de8494538a1bb1e","Even though considerable attention has been given to the polarity of words (positive and negative) and the creation of large polarity lexicons, research in emotion analysis has had to rely on limited and small emotion lexicons. In this paper, we show how the combined strength and wisdom of the crowds can be used to generate a large, high-quality, word-emotion and word-polarity association lexicon quickly and inexpensively. We enumerate the challenges in emotion annotation in a crowdsourcing scenario and propose solutions to address them. Most notably, in addition to questions about emotions associated with terms, we show how the inclusion of a word choice question can discourage malicious data entry, help to identify instances where the annotator may not be familiar with the target term (allowing us to reject such annotations), and help to obtain annotations at sense level (rather than at word level). We conducted experiments on how to formulate the emotion-annotation questions, and show that asking if a term is associated with an emotion leads to markedly higher interannotator agreement than that obtained by asking if a term evokes an emotion. © 2012 National Research Council Canada.","affect; crowdsourcing; emotion lexicon; emotions; Mechanical Turk; polarity; polarity lexicon; semantic orientation; sentiment analysis; word-emotion associations","affect; Crowdsourcing; emotion lexicon; emotions; Mechanical turks; polarity; polarity lexicon; Semantic orientation; Sentiment analysis; Artificial intelligence; Computational methods; Semantics",Conference Paper,Scopus,2-s2.0-84881408290
"Hu X., Eberhart R.C., Shi Y.","Particle swarm with extended memory for multiobjective optimization",2013,"2003 IEEE Swarm Intelligence Symposium, SIS 2003 - Proceedings",161,10.1109/SIS.2003.1202267,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942099370&doi=10.1109%2fSIS.2003.1202267&partnerID=40&md5=8b8a8107e10a1c2744d305a62b685ce1","This paper presents a modified dynamic neighborhood particle swarm optimization (DNPSO) algorithm for multiobjective optimization problems. PSO is modified by using a dynamic neighborhood strategy, new particle memory updating, and one-dimension optimization to deal with multiple objectives. An extended memory is introduced to store global Pareto optimal solutions to reduce computation time. Several benchmark cases were tested and the results show that the modified DNPSO is much more efficient than the original DNPSO and other multiobjective optimization techniques. © 2003 IEEE.","Benchmark testing; Biomedical engineering; Equations; Evolutionary computation; Optimization methods; Particle swarm optimization; Random number generation; Stochastic processes","Algorithms; Artificial intelligence; Biomedical engineering; Evolutionary algorithms; Optimization; Pareto principle; Particle swarm optimization (PSO); Random number generation; Random processes; Stochastic systems; Benchmark testing; Dynamic neighborhood; Equations; Multi-objective optimization problem; Multi-objective optimization techniques; Multiple-objectives; Optimization method; Pareto optimal solutions; Multiobjective optimization",Conference Paper,Scopus,2-s2.0-84942099370
"Birge B.","PSOt - A particle swarm optimization toolbox for use with Matlab",2013,"2003 IEEE Swarm Intelligence Symposium, SIS 2003 - Proceedings",155,10.1109/SIS.2003.1202265,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942083352&doi=10.1109%2fSIS.2003.1202265&partnerID=40&md5=a4ea95cc83a6cfa8950ecfdd460ed9bd","A particle swarm optimization toolbox (PSOt) for use with the Matlab scientific programming environment has been developed. PSO is introduced briefly and then the use of the toolbox is explained with some examples. A link to downloadable code is provided. © 2003 IEEE.","Artificial neural networks; Computational intelligence; Control systems; Genetic algorithms; MATLAB; Matrix converters; Neural networks; Particle swarm optimization; Power engineering and energy; Programming environments","Artificial intelligence; Control systems; Genetic algorithms; MATLAB; Matrix converters; Neural networks; A-particles; Power engineering and energies; Programming environment; Scientific programming; Particle swarm optimization (PSO)",Conference Paper,Scopus,2-s2.0-84942083352
"Xue B., Zhang M., Browne W.N.","Particle swarm optimization for feature selection in classification: A multi-objective approach",2013,"IEEE Transactions on Cybernetics",154,10.1109/TSMCB.2012.2227469,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887799080&doi=10.1109%2fTSMCB.2012.2227469&partnerID=40&md5=77e7aaf2d80ac386fa7702f464f25d81","Classification problems often have a large number of features in the data sets, but not all of them are useful for classification. Irrelevant and redundant features may even reduce the performance. Feature selection aims to choose a small number of relevant features to achieve similar or even better classification performance than using all features. It has two main conflicting objectives of maximizing the classification performance and minimizing the number of features. However, most existing feature selection algorithms treat the task as a single objective problem. This paper presents the first study on multi-objective particle swarm optimization (PSO) for feature selection. The task is to generate a Pareto front of nondominated solutions (feature subsets). We investigate two PSO-based multi-objective feature selection algorithms. The first algorithm introduces the idea of nondominated sorting into PSO to address feature selection problems. The second algorithm applies the ideas of crowding, mutation, and dominance to PSO to search for the Pareto front solutions. The two multi-objective algorithms are compared with two conventional feature selection methods, a single objective feature selection method, a two-stage feature selection algorithm, and three well-known evolutionary multi-objective algorithms on 12 benchmark data sets. The experimental results show that the two PSO-based multi-objective algorithms can automatically evolve a set of nondominated solutions. The first algorithm outperforms the two conventional methods, the single objective method, and the two-stage algorithm. It achieves comparable results with the existing three well-known multi-objective algorithms in most cases. The second algorithm achieves better results than the first algorithm and all other methods mentioned previously. © 2013 IEEE.","Feature selection; multi-objective optimization; particle swarm optimization (PSO)","Classification performance; Evolutionary multi-objective algorithms; Feature selection algorithm; Feature selection methods; Feature selection problem; Minimizing the number of; Multi objective algorithm; Multi objective particle swarm optimization; Classification (of information); Feature extraction; Multiobjective optimization; Particle swarm optimization (PSO); Algorithms; algorithm; article; artificial intelligence; automated pattern recognition; decision support system; information retrieval; methodology; Algorithms; Artificial Intelligence; Decision Support Techniques; Information Storage and Retrieval; Pattern Recognition, Automated",Article,Scopus,2-s2.0-84887799080
"Lu J., Tan Y.-P., Wang G.","Discriminative multimanifold analysis for face recognition from a single training sample per person",2013,"IEEE Transactions on Pattern Analysis and Machine Intelligence",154,10.1109/TPAMI.2012.70,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870217050&doi=10.1109%2fTPAMI.2012.70&partnerID=40&md5=1abccf663757e36e3f1df0dc03c5c7c2","Conventional appearance-based face recognition methods usually assume that there are multiple samples per person (MSPP) available for discriminative feature extraction during the training phase. In many practical face recognition applications such as law enhancement, e-passport, and ID card identification, this assumption, however, may not hold as there is only a single sample per person (SSPP) enrolled or recorded in these systems. Many popular face recognition methods fail to work well in this scenario because there are not enough samples for discriminant learning. To address this problem, we propose in this paper a novel discriminative multimanifold analysis (DMMA) method by learning discriminative features from image patches. First, we partition each enrolled face image into several nonoverlapping patches to form an image set for each sample per person. Then, we formulate the SSPP face recognition as a manifold-manifold matching problem and learn multiple DMMA feature spaces to maximize the manifold margins of different persons. Finally, we present a reconstruction-based manifold-manifold distance to identify the unlabeled subjects. Experimental results on three widely used face databases are presented to demonstrate the efficacy of the proposed approach. © 1979-2012 IEEE.","Face recognition; manifold learning; single training sample per person; subspace learning","Appearance based; Discriminative feature extraction; Discriminative features; E-passport; Face database; Face images; Face recognition methods; Feature space; ID cards; Image patches; Image sets; Manifold learning; Matching problems; Multiple samples; Nonoverlapping; Single sample; Single training sample; Subspace learning; Training phase; Feature extraction; Sampling; Face recognition; algorithm; article; artificial intelligence; automated pattern recognition; biometry; computer assisted diagnosis; discriminant analysis; face; histology; human; image subtraction; methodology; sample size; signal processing; Algorithms; Artificial Intelligence; Biometry; Discriminant Analysis; Face; Humans; Image Interpretation, Computer-Assisted; Pattern Recognition, Automated; Sample Size; Signal Processing, Computer-Assisted; Subtraction Technique",Article,Scopus,2-s2.0-84870217050
"Dissanayake S.D., Armstrong J.","Comparison of ACO-OFDM, DCO-OFDM and ADO-OFDM in IM/DD systems",2013,"Journal of Lightwave Technology",153,10.1109/JLT.2013.2241731,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873654795&doi=10.1109%2fJLT.2013.2241731&partnerID=40&md5=46865a224887033a35416bcbf743536b","In this paper, three forms of orthogonal frequency division multiplexing (OFDM) designed for intensity modulated/direct detection (IM/DD) optical systems are compared. These are asymmetrically clipped optical OFDM (ACO-OFDM), DC biased optical OFDM (DCO-OFDM) and asymmetrically clipped DC biased optical OFDM (ADO-OFDM). ADO-OFDM is a new technique that combines aspects of ACO-OFDM and DCO-OFDM by simultaneously transmitting ACO-OFDM on the odd subcarriers and DCO-OFDM on the even subcarriers. The odd subcarriers are demodulated as in a conventional ACO-OFDM receiver and the even subcarriers are demodulated using a form of interference cancellation. ADO-OFDM is shown to be more optically power efficient than conventional ACO-OFDM and DCO-OFDM, for some bit rate/normalized bandwidths. It is also shown that by varying the proportion of optical power on the ACO-OFDM component, the DC bias level of DCO-OFDM and the constellations sent on the odd and even subcarriers, the optical power efficiency of ADO-OFDM can be changed. © 1983-2012 IEEE.","ACO-OFDM; ADO-OFDM; DCO-OFDM; IM/DD; optical systems","ACO-OFDM; ADO-OFDM; Asymmetrically clipped Optical OFDM; Bit rates; DC bias; DC biased; DCO-OFDM; IM/DD; Intensity-modulated; Interference cancellation; Optical OFDM; Optical power; Power efficient; Sub-carriers; Artificial intelligence; Optical fiber communication; Optical systems; Orthogonal frequency division multiplexing",Article,Scopus,2-s2.0-84873654795
"Hosni A., Rhemann C., Bleyer M., Rother C., Gelautz M.","Fast cost-volume filtering for visual correspondence and beyond",2013,"IEEE Transactions on Pattern Analysis and Machine Intelligence",147,10.1109/TPAMI.2012.156,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871808947&doi=10.1109%2fTPAMI.2012.156&partnerID=40&md5=477f6525acd077edb00e195346d5c91b","Many computer vision tasks can be formulated as labeling problems. The desired solution is often a spatially smooth labeling where label transitions are aligned with color edges of the input image. We show that such solutions can be efficiently achieved by smoothing the label costs with a very fast edge-preserving filter. In this paper, we propose a generic and simple framework comprising three steps: 1) constructing a cost volume, 2) fast cost volume filtering, and 3) Winner-Takes-All label selection. Our main contribution is to show that with such a simple framework state-of-the-art results can be achieved for several computer vision applications. In particular, we achieve 1) disparity maps in real time whose quality exceeds those of all other fast (local) approaches on the Middlebury stereo benchmark, and 2) optical flow fields which contain very fine structures as well as large displacements. To demonstrate robustness, the few parameters of our framework are set to nearly identical values for both applications. Also, competitive results for interactive image segmentation are presented. With this work, we hope to inspire other researchers to leverage this framework to other application areas. © 2012 IEEE.","interactive image segmentation; optical flow; Stereo matching","Application area; Color edges; Computer vision applications; Disparity map; Edge-preserving filter; Fine structures; Input image; Interactive image segmentation; Large displacements; Real time; Stereo matching; Computer vision; Costs; Image segmentation; Optical flows; Benchmarking; algorithm; article; artificial intelligence; automated pattern recognition; colorimetry; computer assisted diagnosis; image enhancement; methodology; reproducibility; sensitivity and specificity; Algorithms; Artificial Intelligence; Colorimetry; Image Enhancement; Image Interpretation, Computer-Assisted; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity",Article,Scopus,2-s2.0-84871808947
